Imagem,Area,Perimetro,Media,Desvio Padrão,Uniformidade,Entropia,Descritores[14],
A00080.pgm,323.0,72.0,190.54166666666666,110.82417725338135,12281.998263888889,15300.0,1.575875486381323,16256.25,0.41534951930910874,1.1063009221546891,1.1063009221546891,0.7647095008150587,183.1578947368421,16256.25,1.1063009221546891,1.1063009221546891,0.7647095008150587,0.6006191950464397,15300.0,
C00088.pgm,340.0,74.0,199.68253968253967,105.099624000177,11045.930964978583,14535.0,1.6459143968871595,16256.25,0.46041522491349485,1.0361251694774767,1.0361251694774767,0.7764740257743057,193.5,16256.25,1.0361251694774767,1.0361251694774767,0.7764740257743057,0.6470588235294118,14535.0,
C00013.pgm,340.0,74.0,200.35714285714286,104.63310534765695,10948.086734693878,14917.5,1.6108949416342413,16256.25,0.46025951557093425,1.0367750508468734,1.0367750508468734,0.7705917632946822,194.25,16256.25,1.0367750508468734,1.0367750508468734,0.7705917632946822,0.6470588235294118,14917.5,
W00062.pgm,480.0,88.0,178.25714285714287,116.96137161037225,13679.962448979591,15714.375,1.5379377431906616,16256.25,0.37510416666666674,1.166329913808559,1.166329913808559,0.7583370497954665,171.0625,16256.25,1.166329913808559,1.166329913808559,0.7583370497954665,0.55,15714.375,
B00041.pgm,304.0,70.0,162.0,122.74363527287271,15066.0,22673.190789473683,0.9008294081507271,16256.25,0.2898632271468144,1.3133666020368158,1.3133666020368158,0.6513211517012628,150.98684210526315,16256.25,1.3133666020368158,1.3133666020368158,0.6513211517012628,0.41776315789473684,22673.190789473683,
I00028.pgm,120.0,52.0,149.18367346938774,125.64262137058813,15786.06830487297,26010.0,0.5953307392996109,16256.25,0.2601388888888889,1.3659273359098194,1.3659273359098194,0.6000061513855997,125.375,16256.25,1.3659273359098194,1.3659273359098194,0.6000061513855997,0.30833333333333335,26010.0,
M00074.pgm,420.0,82.0,161.16883116883116,122.97422415988133,15122.659807724742,19197.857142857145,1.2190105614230127,16256.25,0.31006802721088433,1.2738596506701816,1.2738596506701816,0.7047664450703235,151.7857142857143,16256.25,1.2738596506701816,1.2738596506701816,0.7047664450703235,0.44761904761904764,19197.857142857145,
W00091.pgm,437.0,84.0,177.4375,117.31366541775941,13762.49609375,16367.848970251718,1.4781095014647092,16256.25,0.3666930234750143,1.1811707886208782,1.1811707886208782,0.7482876238696565,169.8054919908467,16256.25,1.1811707886208782,1.1811707886208782,0.7482876238696565,0.540045766590389,16367.848970251718,
K00015.pgm,360.0,76.0,178.94736842105263,116.65941146152107,13609.418282548475,15895.0,1.5214007782101167,16256.25,0.37273148148148155,1.1705167231017835,1.1705167231017835,0.7555593147356442,170.70833333333334,16256.25,1.1705167231017835,1.1705167231017835,0.7555593147356442,0.5472222222222223,15895.0,
Z00028.pgm,285.0,68.0,188.0625,112.19818890583751,12588.43359375,13233.157894736842,1.7651034200286708,16256.25,0.42217297630040007,1.0873118699075441,1.0873118699075441,0.7964943577224981,179.8421052631579,16256.25,1.0873118699075441,1.0873118699075441,0.7964943577224981,0.6035087719298246,13233.157894736842,
Q00062.pgm,456.0,86.0,192.27,109.82302627409246,12061.0971,15400.657894736842,1.566659840262134,16256.25,0.42529432132963985,1.091633789433874,1.091633789433874,0.7631615370046313,186.2171052631579,16256.25,1.091633789433874,1.091633789433874,0.7631615370046313,0.6118421052631579,15400.657894736842,
E00088.pgm,266.0,66.0,172.55,119.27593009488544,14226.7475,24445.48872180451,0.7385682104092918,16256.25,0.3020238566340664,1.2944927989701978,1.2944927989701978,0.6240659317533831,162.01127819548873,16256.25,1.2944927989701978,1.2944927989701978,0.6240659317533831,0.4473684210526316,24445.48872180451,
U00045.pgm,323.0,72.0,192.66666666666666,109.58811776627772,12009.555555555555,17715.78947368421,1.3546999795207864,16256.25,0.4053427139146355,1.1253388354105303,1.1253388354105303,0.7275583693648048,185.5263157894737,16256.25,1.1253388354105303,1.1253388354105303,0.7275583693648048,0.5913312693498453,17715.78947368421,
H00031.pgm,304.0,70.0,165.0,121.8605760695394,14850.0,20106.41447368421,1.1358283841900472,16256.25,0.30856128808864264,1.2790184884962508,1.2790184884962508,0.6907942288671576,154.3421052631579,16256.25,1.2790184884962508,1.2790184884962508,0.6907942288671576,0.4506578947368421,20106.41447368421,
W00085.pgm,418.0,82.0,176.2826086956522,117.79858695607041,13876.507088846882,16800.717703349284,1.4384785806043228,16256.249999999998,0.3597674045923857,1.1928730697355938,1.1928730697355938,0.741630767641416,168.3732057416268,16256.249999999998,1.1928730697355938,1.1928730697355938,0.741630767641416,0.5311004784688995,16800.717703349284,
S00009.pgm,260.0,66.0,181.27551020408163,115.60469065868699,13364.444502290711,22008.46153846154,0.9616881173301406,16256.25,0.33600591715976336,1.2379278157730875,1.2379278157730875,0.6615436665570459,171.6346153846154,16256.25,1.2379278157730875,1.2379278157730875,0.6615436665570459,0.5038461538461538,22008.46153846154,
R00094.pgm,304.0,70.0,168.0,120.8966500776593,14616.0,21389.80263157895,1.018328896170387,16256.250000000002,0.3073060941828255,1.2838680889396001,1.2838680889396001,0.6710576902842103,157.69736842105263,16256.250000000002,1.2838680889396001,1.2838680889396001,0.6710576902842103,0.45394736842105265,21389.80263157895,
D00096.pgm,340.0,74.0,173.37301587301587,118.96182755285005,14151.916414714035,19125.0,1.2256809338521402,16256.25,0.33392733564013843,1.2383413388727147,1.2383413388727147,0.7058868760188233,164.25,16256.25,1.2383413388727147,1.2383413388727147,0.7058868760188233,0.4970588235294118,19125.0,
X00038.pgm,323.0,72.0,187.70833333333334,112.38864087274222,12631.206597222223,14897.368421052632,1.6127380708580792,16256.25,0.4081607223303205,1.1154298927784732,1.1154298927784732,0.7709013560567677,180.00000000000003,16256.25,1.1154298927784732,1.1154298927784732,0.7709013560567677,0.5913312693498453,14897.368421052632,
T00022.pgm,340.0,74.0,201.03174603174602,104.16012829064104,10849.3323255228,14917.5,1.6108949416342413,16256.25,0.46335640138408307,1.0318626167148763,1.0318626167148763,0.7705917632946822,195.0,16256.25,1.0318626167148763,1.0318626167148763,0.7705917632946822,0.65,14917.5,
G00039.pgm,360.0,76.0,190.45112781954887,110.87563080427918,12293.405506246821,16978.75,1.4221789883268483,16256.25,0.40337962962962964,1.1280059663121473,1.1280059663121473,0.738892904376711,183.45833333333331,16256.25,1.1280059663121473,1.1280059663121473,0.738892904376711,0.5888888888888889,16978.75,
Y00018.pgm,360.0,76.0,199.3984962406015,105.29414151955564,11086.856238340211,12282.5,1.8521400778210118,16256.25,0.48026234567901227,0.9997352088173989,0.9997352088173989,0.8111140159320887,193.375,16256.25,0.9997352088173989,0.9997352088173989,0.8111140159320887,0.6638888888888889,12282.5,
P00052.pgm,247.0,64.0,173.03571428571428,119.09134613602197,14182.748724489795,19481.174089068827,1.1930717245073172,16256.25,0.32695176121555836,1.2497429674515375,1.2497429674515375,0.700409465612696,162.085020242915,16256.25,1.2497429674515375,1.2497429674515375,0.700409465612696,0.48582995951417,19481.174089068827,
A00026.pgm,304.0,70.0,187.5,112.5,12656.25,15828.453947368422,1.5274933442555807,16256.250000000002,0.39902181440443213,1.1321201364683833,1.1321201364683833,0.7565826908103155,179.50657894736844,16256.250000000002,1.1321201364683833,1.1321201364683833,0.7565826908103155,0.5822368421052632,15828.453947368422,
X00090.pgm,323.0,72.0,189.83333333333334,111.22412308287961,12370.805555555555,15300.0,1.575875486381323,16256.25,0.41266570177036105,1.1102811367164056,1.1102811367164056,0.7647095008150586,182.3684210526316,16256.25,1.1102811367164056,1.1102811367164056,0.7647095008150586,0.5975232198142415,15300.0,
W00097.pgm,480.0,88.0,179.71428571428572,116.31817728690103,13529.918367346938,15443.4375,1.5627431906614786,16256.25,0.3816232638888889,1.1558295030440942,1.1558295030440942,0.7625036523851998,172.65625,16256.25,1.1558295030440942,1.1558295030440942,0.7625036523851998,0.5583333333333333,15443.4375,
S00053.pgm,280.0,68.0,180.52380952380952,115.95139336628417,13444.725623582768,20900.89285714286,1.063090605892162,16256.25,0.3406632653061224,1.2303490903161487,1.2303490903161487,0.6785763716491425,171.21428571428572,16256.25,1.2303490903161487,1.2303490903161487,0.6785763716491425,0.5107142857142857,20900.89285714286,
